casa,metrica,valor
arrieros,aperos,0
arrieros,capitulo_caminos,0
arrieros,capitulo_comercio,0
arrieros,capitulo_exploracion,128
arrieros,capitulo_ganaderia,0
arrieros,capitulo_hitos,72
arrieros,capitulo_industria,0
arrieros,capitulo_obras,40
arrieros,capitulo_poblacion,29
arrieros,capitulo_territorio,16
arrieros,cargasArbitradas,0
arrieros,comarcas,2
arrieros,comarcasIncorporadas,2
arrieros,edificio_aserradero,718
arrieros,edificio_granja,5734
arrieros,indicioDeArbitraje,0
arrieros,ingresosDeFeria,0
arrieros,jornadas,346
arrieros,lanaEsquilada,0
arrieros,maravedis,194
arrieros,margenDeNegocios,0
arrieros,margenNetoDeNegocios,0
arrieros,negocios,0
arrieros,negociosRentables,0
arrieros,obrasMayores,0
arrieros,obrasTerminadas,9
arrieros,ordenesCanceladas,1
arrieros,ordenesDeAlta,737
arrieros,ordenesEnEspera,143
arrieros,ordenesPropuestas,719
arrieros,ordenesTerminadas,734
arrieros,partidasSinObraMayor,2
arrieros,poblacion,146
arrieros,prestigio,244
arrieros,primeraObraMayor,160
arrieros,primicias,0
arrieros,producido_hierro,0
arrieros,producido_lana,0
arrieros,producido_madera,718
arrieros,producido_maravedis,4607
arrieros,producido_pan,5730
arrieros,producido_piedra,0
arrieros,producido_sal,0
arrieros,pueblasFundadas,0
arrieros,puesto,5
arrieros,trashumancias,0
arrieros,turnosConEscasez,14
arrieros,turnosDeDecision,200
arrieros,turnosSinOrdenes,8
arrieros,vendido_hierro,0
arrieros,vendido_lana,0
arrieros,vendido_madera,604
arrieros,vendido_maravedis,0
arrieros,vendido_pan,0
arrieros,vendido_piedra,0
arrieros,vendido_sal,0
arrieros,ventasFuera,0
arrieros,ventasSinCompra,604
arrieros,volumenComerciado,1707
arrieros,volumenEnRuta,0
arrieros,prestigio_sobre_mediana_mil,924
arrieros,prestigio_entrando_cada_seis,213
canteros,aperos,0
canteros,capitulo_caminos,0
canteros,capitulo_comercio,0
canteros,capitulo_exploracion,128
canteros,capitulo_ganaderia,0
canteros,capitulo_hitos,105
canteros,capitulo_industria,0
canteros,capitulo_obras,120
canteros,capitulo_poblacion,21
canteros,capitulo_territorio,11
canteros,cargasArbitradas,0
canteros,comarcas,1
canteros,comarcasIncorporadas,0
canteros,edificio_aserradero,58
canteros,edificio_cantera,539
canteros,edificio_granja,5280
